,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
THAILUAE NY-S A3-0,15267.09375,-32.71875,4085.34375,3,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,"Lividum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,,
THAILUAE NY-Y B5-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE OD-Z D1-12,14695.625,-159.5625,4244.1875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE OK-P A5-1,15203.125,-28.5625,4105.625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Roseum, Crystal Rubeum",,,
THAILUAE ON-Z B5-0,14911.78125,-239.5625,4187.59375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE OS-I B1-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PC-Z C2-0,14937.75,-382.3125,4175.375,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,Crystal Roseum,,,
THAILUAE PD-I B1-0,14760.1875,-261.21875,4077.3125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SASSYNATE,,,Crystal Roseum,,,
THAILUAE PM-S B9-0,15118.25,-239.90625,4258.03125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE PN-A D1-7,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PN-A D1-9,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PN-A D1-10,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PN-J B0,14759.8125,-301.84375,4056.90625,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,"Lividum Bullet, Viride Bullet",,"Crystal Lindigoticum, Crystal Prasinum, Crystal Purpureum, Crystal Roseum",,,
THAILUAE PS-I B1-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PT-Y B5-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE PX-A D1-2,15090.5,-167.15625,4169.59375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE QD-F C0,14760.6875,-209.34375,4081.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE QD-F C1,14753.40625,-214.96875,4083.8125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE QD-Z D1-1,14861.1875,-171.78125,4294.625,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,,"Crystal Flavum, Crystal Prasinum",,
THAILUAE QD-Z D1-15,14862.0625,-165.875,4284.40625,3,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,"Lividum Bullet, Rubeum Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,,
THAILUAE QU-E B3-0,14672.6875,-236.15625,4132.5625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE QH-Y C3-1,15231.03125,-173.5,4251.15625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CMDR O. Maese,,,,,,
THAILUAE QT-Y B5-0,14780.71875,-320.125,4177.5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE QX-B D3,14834.5,-428.59375,4059.6875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
THAILUAE QX-R B9-0,15017.3125,-287.5,4264.625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
THAILUAE QX-Y C2-1,14902.53125,-399.03125,4188.0625,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Flavum, Crystal Lindigoticum, Crystal Purpureum, Crystal Rubeum",Crystal Rubeum,,
THAILUAE QZ-C B5-2,14864.6875,-46.375,4157.15625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE RD-F C0,14789.875,-209.96875,4062.21875,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Raf von Thorn,Lividum Bullet,,Crystal Albidum,,Crystal Roseum,
THAILUAE RD-F C2,14780.40625,-218.71875,4065.9375,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Raf von Thorn,Lividum Bullet,,Crystal Prasinum,,Crystal Flavum,
THAILUAE RD-F C3,14781.96875,-189.65625,4057.6875,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Lividum Bullet,,Crystal Roseum,,,
THAILUAE RD-I B1-0,14795.25,-261.21875,4079.09375,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Flavum, Crystal Purpureum",,,
THAILUAE RD-W C4-2,14965.875,-257.8125,4261.75,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,"Crystal Lindigoticum, Crystal Purpureum, Crystal Rubeum",Crystal Prasinum,,
THAILUAE RI-B E0,14821.59375,-136.28125,4079.78125,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Nick Nicholson,Cereum Bullet,,,"Crystal Flavum, Crystal Prasinum, Crystal Rubeum",,
THAILUAE RI-F C0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE RI-F C2,14886.5,-179.53125,4062.71875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
THAILUAE RK-C B5-0,-1.0,-1.0,-1.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,Viride Bullet,,"Crystal Flavum, Crystal Lindigoticum, Crystal Purpureum, Crystal Roseum, Crystal Rubeum",,,
THAILUAE RT-D C1-2,-1.0,-1.0,-1.0,3,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,"Lividum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Flavum, Crystal Lindigoticum, Crystal Prasinum",,,
THAILUAE RT-H B1-0,14715.96875,-301.28125,4078.4375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE RY-Y B5-0,14835.28125,-304.28125,4180.46875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE RX-Y C2-0,14956.65625,-385.84375,4192.9375,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,"Lividum Bullet, Rubeum Bullet",,"Crystal Albidum, Crystal Flavum",,,
THAILUAE SD-B E0,14762.34375,-265.28125,4135.625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE SD-B E1,14738.5625,-272.0,4125.875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE SD-I B1-0,14817.5625,-263.09375,4080.9375,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Albidum, Crystal Flavum, Crystal Lindigoticum, Crystal Rubeum",,Crystal Rubeum,
THAILUAE SI-Z B5-0,14954.3125,-258.0625,4177.03125,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Cereum Bullet,,,Crystal Purpureum,,
THAILUAE ST-D C1-1,14846.875,-107.96875,4133.21875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,TON618,,,"Crystal Purpureum, Crystal Rubeum",,Crystal Prasinum,
THAILUAE ST-H B1-0,14735.25,-301.5,4080.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE ST-E C0,14694.53125,-284.59375,4093.15625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
